Food Related,Bill Number,Bill Title,Introducers,Committee Assignment,Current Status,Description,Bill URL,Archived
false,SB971 SD2,RELATING TO TRAFFIC.,ELEFANTE_ FEVELLA_ HASHIMOTO_ RHOADS_ RICHARDS_ Moriwaki_ San Buenaventura_ Wakai,TRN_ JHA,H 3/6/2025: Referred to TRN_ JHA_ referral sheet 19,Provides that if a law enforcement officer lawfully stops a motor vehicle and the operator is cited for driving without a valid license_ the officer shall not permit the operator to resume the use of the motor vehicle.  Requires the motor vehicle to be moved by a licensed driver or towed at the owner's expense.  Provides that the cited operator is responsible for arranging the operator's transportation from the scene of the stop.  Effective 7/1/2050.  (SD2),https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=971&year=2025,true
false,SB973,RELATING TO EDUCATION.,ELEFANTE_ AQUINO_ MCKELVEY_ RHOADS,EDU_ WAM,S 1/23/2025: Referred to EDU_ WAM.,Requires and appropriates funds to pay salary differentials to English language educators as an incentive to attract and retain these educators.  Appropriates funds.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=973&year=2025,true
false,SB972,RELATING TO HEALTH.,ELEFANTE_ FUKUNAGA_ HASHIMOTO_ MORIWAKI_ RHOADS_ WAKAI,CPN/HHS_ WAM/JDC,S 1/23/2025: Referred to CPN/HHS_ WAM/JDC.,Prohibits the sale of flavored nicotine products and the mislabeling of e-liquids as nicotine free.  Establishes penalties for violations.  Authorizes the Department of Health to appoint_ commission_ or contract for services of inspectors.  Establishes two full-time equivalent program specialist positions and one full-time equivalent hearing officer position.  Appropriates funds.  Effective 1/1/2026.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=972&year=2025,true
false,SB1405 SD1,RELATING TO HOUSING.,KOUCHI (Introduced by request of another party),HWN/HOU_ WAM,S 2/13/2025: Report adopted; Passed Second Reading_ as amended (SD 1) and referred to WAM.,Exempts any development of homestead lots or housing for the Department of Hawaiian Home Lands from general excise and use taxes.  Requires the Department of Hawaiian Home Lands to submit annual reports to the Legislature over a period of five years.  (SD1),https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1405&year=2025,true
false,SB974,RELATING TO FOSTER CARE.,WAKAI_ CHANG_ FEVELLA_ HASHIMOTO_ KIDANI_ RHOADS_ Moriwaki,HHS_ WAM,S 1/29/2025: The committee on HHS deferred the measure.,Prohibits the Department of Human Services from using any social security income payments_ including supplemental income payments it receives on behalf of a child under foster custody of the Department to cover the cost of foster care services.  Requires the Department of Human Services to deposit all social security income payments received on behalf of a child under foster custody of the Department into a savings account that shall be made accessible to the child when the child leaves foster care custody.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=974&year=2025,true
false,SB978,RELATING TO TAXATION.,WAKAI_ MCKELVEY,CPN_ WAM,S 1/23/2025: Referred to CPN_ WAM.,Amends the definition of draft beer to mean beer in an individual container of five gallons or more.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=978&year=2025,true
false,SB981 SD1,RELATING TO THE DEPARTMENT OF BUSINESS_ ECONOMIC DEVELOPMENT_ AND TOURISM.,DECOITE_ CHANG_ FEVELLA_ FUKUNAGA_ KIDANI_ RICHARDS_ Wakai,EDT_ WAM,S 2/10/2025: Report adopted; Passed Second Reading_ as amended (SD 1) and referred to WAM.,Requires the Research and Economic Analysis Division of the Department of Business_ Economic Development_ and Tourism to study the impacts of the incremental minimum wage increases pursuant to Act 114_ Session Laws of Hawaii 2022_ on businesses and other employers.  Requires a report to the Legislature.  Appropriates funds.  Effective 7/1/2050.  (SD1),https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=981&year=2025,true
false,SB983 SD1,RELATING TO SMALL BUSINESS LOANS.,DECOITE (Introduced by request of another party),EDT_ WAM,S 2/19/2025: The committee on WAM. deferred the measure.,Establishes the Hawaii Start-Up Business Loan Program within the Business Development and Support Division of the Department of Business_ Economic Development_ and Tourism.  Establishes the Hawaii Start-Up Business Loan Program Special Fund.  Requires DBEDT to submit annual reports to the Legislature.  Establishes one full-time equivalent business loan officer position.  Appropriates funds.  Effective 7/1/2050.  (SD1),https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=983&year=2025,true
false,SB982,RELATING TO A STATE HOTEL.,DECOITE_ CHANG_ FEVELLA_ HASHIMOTO_ RICHARDS_ Fukunaga_ Wakai,EDT/HRE_ WAM,S 1/23/2025: Referred to EDT/HRE_ WAM.,Requires the Hawaii Tourism Authority and School of Travel Industry Management at the University of Hawaii at Manoa to collaborate to actively plan for the design_ construction_ and operations and management of a state hotel.  Requires reports to the Legislature.  Appropriates funds.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=982&year=2025,true
false,SB986 SD1,RELATED TO TOURISM.,DECOITE_ CHANG_ Wakai,EDT_ WAM,S 2/12/2025: Report adopted; Passed Second Reading_ as amended (SD 1) and referred to WAM.,Amends the types of occurrences for which the Hawaii Tourism Authority Board of Directors may request the Governor to declare a tourism emergency.  Reduces the minimum balance to be maintained in the Tourism Emergency Special Fund through an allocation of transient accommodations tax revenues.  Effective 7/1/2050.  (SD1),https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=986&year=2025,true
false,SB989 SD1 HD1,RELATING TO ECONOMIC DEVELOPMENT.,DECOITE_ CHANG_ FEVELLA_ KIDANI_ MCKELVEY_ RICHARDS_ Wakai,ECD_ FIN,H 4/23/2025: Received notice of Senate conferees (Sen. Com. No. 874).,Appropriates funds to the Hawaii Technology Development Corporation to assist small businesses with technology enablement and develop project management software to simplify the facilitated application process for small businesses.  Requires a report to the Legislature.  Effective 7/1/3000.  (HD1),https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=989&year=2025,true
false,SB985 SD1,RELATING TO CONSUMER PROTECTION.,DECOITE (Introduced by request of another party),CPN_ JDC,S 2/14/2025: Report adopted; Passed Second Reading_ as amended (SD 1) and referred to JDC.,Establishes a new gift card fraud law_ under the scope of unfair and deceptive practices law_ which requires merchants and third-party gift card resellers to take certain steps to prevent gift card scams.  Requires the conspicuous provision of information regarding terms and conditions of gift certificates_ regardless of whether the cards are sold in person_ electronically_ or telephonically.  Extends the minimum redemption period for paper gift certificates to four years.  Effective 7/1/2050.  (SD1),https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=985&year=2025,true
false,SB987,RELATING TO RECYCLING.,DECOITE (Introduced by request of another party),AEN_ CPN,S 1/23/2025: Referred to AEN_ CPN.,Allows manufacturers to coordinate activities directly related to the recycling of covered electronic devices.  Expands the scope of covered electronic devices to include electronic device peripherals and certain legacy devices.  Requires manufacturers to provide free collection service locations and collection events.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=987&year=2025,true
false,SB990,RELATING TO SENTENCING.,DECOITE (Introduced by request of another party),JDC,S 1/23/2025: Referred to JDC.,Requires the court to impose a mandatory minimum term of imprisonment without possibility of parole or probation for a person convicted of a sexual assault offense.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=990&year=2025,true
false,SB998,RELATING TO THE HAWAII FIRST RESPONDERS MEMORIAL.,WAKAI_ CHANG_ FEVELLA_ HASHIMOTO_ KIDANI_ RHOADS,GVO/PSM_ WAM,S 2/11/2025: Report adopted; Passed Second Reading and referred to WAM.,Appropriates funds to the Department of Accounting and General Services to hire a consultant to evaluate potential locations and designs for the Hawaii First Responders Memorial.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=998&year=2025,true
false,SB996 SD1,RELATING TO RENEWABLE ENERGY.,WAKAI_ CHANG_ Fevella,EIG_ CPN,S 2/3/2025: Report adopted; Passed Second Reading_ as amended (SD 1) and referred to CPN.,Clarifies that adjustments linked to premium interest rates for high yield credit are just and reasonable.  Authorizes the Public Utilities Commission to include these incremental adjustments to the rate for electricity generated from nonfossil fuels.  (SD1),https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=996&year=2025,true
false,SB997 SD3 HD1,RELATING TO ENERGY.,WAKAI,EEP/LAB_ CPC_ FIN,H 3/13/2025: Passed Second Reading as amended in HD 1 and referred to the committee(s) on CPC with Representative(s) Kong_ Reyes Oda voting aye with reservations; Representative(s) Garcia voting no (1) and Representative(s) Cochran_ Holt_ Ward_ Woodson excused (4).,Requires an attestation or declaration regarding project labor standards_ including adherence to state-approved apprenticeship programs and prevailing wage requirements_ for covered large-scale renewable energy generation projects.  Effective 7/1/3000.  (HD1),https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=997&year=2025,true
false,SB994,RELATING TO ENERGY ASSISTANCE.,WAKAI_ CHANG_ FEVELLA_ KIDANI,HHS/CPN_ WAM,S 1/23/2025: Referred to HHS/CPN_ WAM.,Establishes the Hawaii Home Energy Assistance Program within the Department of Human Services to assist qualifying households in paying their energy bills.  Requires the Public Utilities Commission Public Benefits Fee Administrator to provide certain assistants to recipients of the program.  Establishes positions.  Appropriates funds.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=994&year=2025,true
false,SB1051 SD1 HD1 CD1,RELATING TO HAWAIIAN HISTORY MONTH.,KEOHOKALOLE_ AQUINO_ RHOADS_ San Buenaventura,CAA_ JHA,H 6/3/2025: Act 167_ on 06/03/2025 (Gov. Msg. No. 1267).,Designates September as Hawaiian History Month.  (CD1),https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1051&year=2025,true
false,SB999 SD1,RELATING TO FIREWORKS.,WAKAI_ FUKUNAGA_ KIDANI_ Moriwaki,PSM/CPN_ WAM/JDC,S 2/14/2025: Report adopted; Passed Second Reading_ as amended (SD 1) and referred to WAM/JDC.,Repeals all permissible uses of consumer fireworks by minors.  Establishes civil penalties for the use and sale of consumer fireworks_ including nuisance abatement proceedings and forfeiture of assets used in the commission of the illegal use or sale of consumer fireworks.  Appropriates funds to the Department of Law Enforcement to provide for community safety education programs.  Effective 7/1/2077.  (SD1),https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=999&year=2025,true
false,SB1052,RELATING TO FIREWORKS.,KEOHOKALOLE_ AQUINO_ SAN BUENAVENTURA,PSM_ JDC,S 1/23/2025: Referred to PSM_ JDC.,Reduces the offense of purchasing_ possessing_ setting off_ igniting_ or discharging aerial devices_ display fireworks_ or articles pyrotechnic under a weight of twenty-five pounds without a valid permit to a civil violation.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1052&year=2025,true
false,SB1007,RELATING TO HOMELESSNESS.,AWA_ DECORTE,HHS/EIG_ WAM,S 1/23/2025: Referred to HHS/EIG_ WAM.,Requires the Statewide Office on Homelessness and Housing Solutions to establish the Interstate Collaboration on Homelessness to discourage sending unsupported homeless individuals to other states and territories.  Requires the Statewide Office on Homelessness and Housing Solutions to enter into formal agreements with other states to reimburse costs associated with relocated homeless individuals.  Appropriates funds.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1007&year=2025,true
false,SB1053,RELATING TO A CHILD TAX CREDIT.,RHOADS_ CHANG_ FEVELLA_ KIDANI_ MCKELVEY_ Richards,HHS_ WAM,S 1/23/2025: Referred to HHS_ WAM.,Establishes a refundable child tax credit.  Applies to taxable years beginning after 12/31/2025.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1053&year=2025,true
false,SB1017,RELATING TO THE DEPARTMENT OF LAND AND NATURAL RESOURCES.,LEE_ C._ HASHIMOTO_ MCKELVEY_ RHOADS,WTL_ JDC,S 2/3/2025: The committee on WTL deferred the measure.,Authorizes the Board of Land and Natural Resources to adopt by rule_ any federal rule or regulation relating to the public lands of the State as it existed on 1/1/2025 that it deems are in the public interest.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1017&year=2025,true
false,SB1014,RELATING TO THE HAWAII STATE ENERGY OFFICE.,LEE_ C._ CHANG_ HASHIMOTO_ MCKELVEY_ RHOADS_ RICHARDS,EIG_ JDC,S 1/23/2025: Referred to EIG_ JDC.,Authorizes the Hawaii State Energy Office to adopt certain federal regulations as they existed on 1/1/2025_ that it deems to be in the public interest.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1014&year=2025,true
false,SB1016,RELATING TO DECARBONIZATION.,LEE_ C._ CHANG_ MCKELVEY_ RHOADS,WTL/AEN_ WAM,S 1/23/2025: Referred to WTL/AEN_ WAM.,"Requires the Hawaii Climate Change Mitigation and Adaption Commission to study the feasibility of implementing a ""buy clean"" decarbonization policy and program in Hawaii.  Requires administrative and substantive support from the Department of Land and Natural Resources.  Appropriates moneys.",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1016&year=2025,true
false,SB1015,RELATING TO TRANSPORTATION.,LEE_ C.,AEN_ CPN,S 2/12/2025: Report adopted; Passed Second Reading and referred to CPN.,Requires self-service stations to put Public Utilities Commission-approved labels on gas dispensing equipment to advise consumers on the effects of fossil fuel consumption to human health and the environment.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1015&year=2025,true
false,SB1021,RELATING TO WILDLIFE.,LEE_ C._ KIDANI_ RHOADS_ Hashimoto,WTL/AEN_ CPN/JDC,S 1/23/2025: Referred to WTL/AEN_ CPN/JDC.,Bans the keeping or breeding of cetaceans in captivity except in certain circumstances.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1021&year=2025,true
false,SB1019,RELATING TO THE OCEAN RECREATION SPECIAL FUND.,LEE_ C._ CHANG_ HASHIMOTO_ KANUHA_ MORIWAKI,WTL_ WAM,S 2/10/2025: The committee on WTL deferred the measure.,Authorizes the Ocean Stewardship Special Fund to be used for planning_ development_ designing_ or implementation of beach restoration projects_ including the awarding of grants to nonprofit organizations for beach and nearshore environmental cleanup.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1019&year=2025,true
